"","company","SER","RND","ROA","Size","Frequency","Industry","Patent"
"207","AZN.ST",0.246452570492362,0.239451579688939,0.0465555767335667,61646750,0,"High",24594750
"208","EKTA-B.ST",0.330695449352628,0.0936571648865002,0.0227651370906321,21008000,0,"High",1268750
"209","GETI-B.ST",0.403795771015988,0.024436773255814,0.0154048478597215,48475000,0,"High",3976250
"210","SOBI.ST",0.555595545893376,0.136579335626339,0.0955891385744127,11593772.75,0,"High",5655848.5
"211","BIOT.ST",0.774760340439478,0.0751073450828241,0.151203482745024,781108,0,"High",42368.25
"212","KARO.ST",0.467030777711732,0.0168035726836517,0.0513184549471167,3360467.5,0,"High",1475441.75
"213","ORX.ST",0.320044347946598,0.21803591349095,-0.00459647988173881,1082350,0,"High",129650
"214","PROB.ST",0.796284622444421,0.0729426164705832,0.0788259083348257,939500.75,0,"High",358944
"215","RAY-B.ST",0.626144936891532,0.208612048723902,0.129651514634275,805557.5,0,"High",284568
"216","XVIVO.ST",0.920633587999888,0.260927767089561,0.0152293815062184,419862.75,0,"High",2837.75
"217","BONEX.ST",0.640864995131889,0.468881762423587,-0.388319966123504,305816.75,0,"High",1456
"218","ELOS-B.ST",0.440643698794716,0.0273399711009553,0.0240802284439077,893523.5,0,"High",28146.5
"219","MOB.ST",0.502101229844992,0.0450143964089421,0.0217324834370853,1026125.25,0,"High",614307.75
"220","ORTI-A.ST",0.201223715469062,0.172410584111425,-0.223122981125841,43882.75,0,"High",87
"221","ORTI-B.ST",0.201223715469062,0.172410584111425,-0.223122981125841,43882.75,0,"High",87
"222","LIFCO-B.ST",0.47131221719457,0.01054689509698,0.0948190045248869,11050000,0,"High",2079000
"223","ERIC-A.ST",0.42384127690137,0.152369342080837,-0.0225346258872941,274289000,0,"High",6171250
"224","ERIC-B.ST",0.42384127690137,0.152369342080837,-0.0225346258872941,274289000,0,"High",6171250
"225","HEXA-B.ST",0.551868551913137,0.106045456580459,0.0733361669495329,8410925,0,"High",1348025
"226","ENEA.ST",0.555099661763208,0.173271505231945,0.0881216265701143,1153777.5,0,"High",110983.75
"227","HMS.ST",0.508393807717543,0.124837142152893,0.0903743769618395,1313021.5,0,"High",154444.5
"228","NETI-B.ST",0.777379028234333,0.138167464302638,-0.00639884973665292,686451.5,0,"High",21332.75
"229","TOBII.ST",0.736275171018403,0.311266101733421,-0.084998554774063,1297375,0,"High",135725
"230","ANOT.ST",0.643382804480054,0.329117984218938,-0.34700976177794,380642.75,0,"High",78152.25
"231","DORO.ST",0.442507555815541,0.0541474202117219,0.0492931656429755,1282125,0,"High",22325
"232","MULQ.ST",0.586561346962942,0.106108478146393,-0.00878709814024068,127516.5,0,"High",1942.75
"233","LEO.ST",0.383297990683446,-0.0214768468385317,0.132331571994716,143830,0,"High",17031.75
"234","ENRO.ST",0.208695028337757,0.10930576070901,-0.176913695387044,3484750,0,"High",642500
"235","ENRO-PREF.ST",0.208695028337757,0.10930576070901,-0.176913695387044,3484750,0,"High",642500
"236","FING-B.ST",0.662808730869099,0.0792811914614776,0.205829441426432,2821025,0,"High",214025
"237","SINT.ST",0.893027698185291,0.109930255728994,0.24665711556829,104700,0,"High",1675
"238","HPOL-B.ST",0.677640224081887,0.00727529724785898,0.137469165686885,10844250,0,"High",362750
"239","ALIV-SDB.ST",0.420593334493449,0.0490854180061464,0.0528948097733264,7757850,0,"High",103950
"240","VBG-B.ST",0.493292034640286,0.0353028415254043,0.0571333379269664,3105748,0,"High",636504.25
"241","BELE.ST",0.373684395058045,0.0948073110909518,-0.0112700582597424,1454606.5,0,"High",112376.75
"242","SAAB-B.ST",0.335443144990841,0.0473976077387909,0.0297872340425532,44356250,0,"High",316000
"243","MYCR.ST",0.574692315954696,0.131845690713966,0.199820316907822,2983864.5,0,"High",492676.25
"244","TELIA.ST",0.385744643031897,0.00230521667539855,0.0251316648791799,250351500,0,"Low",15797750
"245","EPI-A.ST",0.503554347113936,0.0252284433954742,0.13549924654393,30526000,0,"Low",1560250
"246","EPI-B.ST",0.503554347113936,0.0252284433954742,0.13549924654393,30526000,0,"Low",1560250
"247","INWI.ST",0.488826319260432,0.00766816686934029,0.0571261585363446,6330725,0,"Low",230200
"248","LIAB.ST",0.52840814974325,0.00796824819729746,0.0447904588371708,7546250,0,"Low",104000
"249","NWG.ST",0.560855747160261,0.00309538549454736,0.0775410511447237,1699100,0,"Low",44625
"250","FMM-B.ST",0.468621484945304,0.0328365622229391,0.0733083656009536,886143.75,0,"Low",43867
"251","SVED-B.ST",0.380729510742215,0.0177106582396418,0.0932655769176477,442762.5,0,"Low",26070.25
