"","company","RD","OR","NI","TA","TE","Patent","Industry","Frequency"
"1345","PACIFICI.BO",NA,701589.6125,12316.14125,2683081.415,1880920.063,5.636,"Low",0
"1346","GUJBOROS.BO",NA,1957083.25,97048.25,2610141.75,503127.5,3634,"Low",0
"1347","DIVSHKT.BO",NA,770399.728,84435.20825,1032688.5355,892400.227,NA,"Low",0
"1348","MIDWEST.BO",NA,17254.48525,-10725.69525,159566.73525,-39813.92325,NA,"Low",0
"1349","NEELKAN.BO",NA,6306.513,-38.4265,56884.48,55939.849,NA,"Low",0
"1350","PGINDST.BO",NA,536588.613,4584.24725,505229.08175,115544.30925,NA,"Low",0
"1351","MILESTONE.BO",NA,89352.8405,-801.57825,95179.6375,64345.369,NA,"Low",0
"1352","RAMCOIND.BO",NA,8935214.5,1658194,27006125.5,21839267.25,33892,"Low",0
"1353","POKARNA.BO",NA,3539533.75,487409.5,4772441.75,1230189,NA,"Low",0
"1354","ORIENTALTL.BO",NA,456367.5985,-4094.36675,1050053.16,369564.801,NA,"Low",0
"1355","SHIVAEXPO.BO",NA,188427.13175,-3718.71525,236793.8365,110823.47575,NA,"Low",0
"1356","GROVY.BO",NA,94575.28875,672.50975,102612.65,32994.66525,NA,"Low",0
"1357","KFBL.BO",NA,770744.1885,28242.8055,593910.50475,332029.22475,NA,"Low",0
"1358","FOODSIN.BO",NA,3460204.3605,40789.89075,3243749.597,561233.04475,93358.71475,"Low",0
"1359","AVANTI.BO",NA,24518981.5,2338873.75,9237690.75,5887492,1148.25,"Low",0
"1360","NHCFOODS.BO",NA,1312105.76825,6072.012,625896.407,185723.75525,NA,"Low",0
"1361","CHORDIA.BO",NA,445987.69625,9542.53425,484071.738,336307.4585,NA,"Low",0
"1362","WATERBASE.BO",NA,3105205,157884.25,2189990,1216326.25,NA,"Low",0
"1363","LACTOSE.BO",NA,312277.724,11892.58825,826767.876,237040.80575,NA,"Low",0
"1364","TIRUSTA.BO",NA,1528882.64625,518.7075,1006938.932,131898.10625,NA,"Low",0
"1365","INDXTRA.BO",NA,NA,-7162.235,48054.7085,17464.62975,NA,"Low",0
"1366","SABOOSOD.BO",NA,218795.14425,2678.91,552944.9,246897.2025,118.2,"Low",0
"1367","OVOBELE.BO",NA,906600,36000,525950,120900,NA,"Low",0
"1368","TRICOMFRU.BO",NA,NA,-79963.5135,584281.1625,-451663.99775,NA,"Low",0
"1369","SPECFOOD.BO",NA,59299.71575,-14135.5775,290528.0995,47535.3125,NA,"Low",0
"1370","SKMEGGPROD.BO",NA,2856998.95925,132121.29325,1683199.60925,863558.18675,NA,"Low",0
"1371","SITASHREE.BO",NA,3705818.71375,-493580.238,2839074.782,-169685.31925,319.489,"Low",0
"1372","OBIL.BO",NA,438691.81325,41675.93775,289009.61925,206314.93225,NA,"Low",0
"1373","ZEAL.BO",NA,1611852.562,27363.64975,900334.4525,294922.1215,NA,"Low",0
"1374","OCEANIC.BO",NA,752136.60525,17587.9375,425643.6965,164251.01675,NA,"Low",0
"1375","TIL.BO",NA,6089700,-16375,8153325,3043900,88975,"Low",0
"1376","SANCTRN.BO",NA,838656.75,-1913.25,1533553.75,956242.5,NA,"Low",0
"1377","SANGHVIMOV.BO",NA,4051474.5,416783.25,13963081.25,7650299.5,NA,"Low",0
"1378","CONCOR.BO",NA,64591150,10301125,108421825,91891325,120750,"Low",0
"1379","KERNEX.BO",NA,143159.055,-118351.87825,1428877.283,934216.077,308.742,"Low",0
"1380","ACE.BO",NA,7685435,213303.5,6806858.75,3225420.25,12766.25,"Low",0
"1381","VIVOBIOT.BO",NA,318752.27675,17487.01175,494279.892,127795.902,57979.501,"High",0
"1382","PANACEABIO.BO",NA,6192692.5,-633130,17981435,3879150,228617.5,"High",0
"1383","BIOCON.BO",-1762250,42190750,6100500,100086000,50375750,4860250,"High",0
"1384","CELESTIAL.BO",NA,354457.5,25416.5,1066508,958179.5,281687.25,"High",0
"1385","ALPA.BO",NA,593184.75,26895.9995,1299011,930511.25,NA,"High",0
"1386","CAMSONBIO.BO",NA,749595.713,-203672.96275,2078637.09675,1266590.90825,401.38575,"High",0
"1387","SHREEGANES.BO",NA,61832.222,25909.6103333333,170374.822,156715.412333333,NA,"High",0
"1388","TANAA.BO",NA,386832.75,-20562,1551925.75,874417.25,NA,"High",0
"1389","PUNJCOMMU.BO",NA,267611.567,-79660.593,1217165.45825,821822.672,NA,"High",0
"1390","SPICEMOBI.BO",NA,8815730,-1158389.5,6210529,2986081.5,118955.5,"High",0
"1391","SHYAMTEL.BO",NA,1584939.5,-93436.75,928380,70637.75,NA,"High",0
"1392","ADCINDIA.BO",NA,600701.8885,44034.97325,591335.1965,418680.9445,NA,"High",0
"1393","ITI.BO",NA,11920128.25,1127537.25,59239569.75,9442345.5,NA,"High",0
"1394","VALIANT.BO",NA,166581.849,5508.6345,325359.21325,299865.193,24372.3715,"High",0
"1395","OPTIEMUS.BO",NA,16908500,152550,9141525,2742700,14150,"High",0
"1396","MRO-TEK.BO",NA,360868.445,-61007.8665,414481.5435,110302.5755,NA,"High",0
"1397","AVANTEL.BO",NA,403665.43125,70723.42525,391171.65225,300933.9585,NA,"High",0
"1398","GTLINFRA.BO",NA,14276000,-11943625,62310675,6431300,4625,"High",0
"1399","XLENERGY.BO",NA,49991.25,-32012,9765276.25,-774773,NA,"High",0
"1400","AISHWARYA.BO",NA,396531.60675,-32035.97975,476602.1925,322987.90975,44.12375,"High",0
"1401","KAVVERITEL.BO",NA,332138.88475,-335799.64725,5878413.0745,668857.3025,NA,"High",0
"1402","CENTEXT.BO",NA,1895700,18525,970250,392550,725,"Low",0
"1403","HINDALCO.BO",NA,1045988700,21465325,1449441825,449614225,38947550,"Low",0
"1404","UNIVPRIM.BO",NA,NA,-3513.19575,61159.96175,58060.44325,18.91825,"Low",0
"1405","BHRKALM.BO",NA,NA,-54256.5055,492112.88775,287448.73575,NA,"Low",0
"1406","SYNTHFO.BO",NA,193144.961,3182.14725,113729.73175,29639.48175,NA,"Low",0
"1407","GOLKONDA.BO",NA,NA,40440.75125,61083.11925,7051.01725,NA,"Low",0
"1408","MAITRI.BO",NA,5482.7035,119.2785,20543.00675,18178.57025,NA,"Low",0
"1409","PGFOILQ.BO",NA,2366036.914,105567.53525,2690112.0155,1157833.8155,NA,"Low",0
"1410","ALICON.BO",NA,9334476.29525,346297.956,6887082.697,2164550.759,31403.874,"Low",0
"1411","GUJFOIL.BO",NA,3598209.2995,-1053864.92025,4449927.31225,-621422.50275,NA,"Low",0
"1412","HINDALUMI.BO",NA,5915008.9745,75502.24675,2332581.62575,735068.9705,528.778,"Low",0
"1413","NATIONALUM.BO",NA,78129725,10297425,155005275,116753600,1732100,"Low",0
"1414","BMAL.BO",NA,1174045.75,-29567.25,998317.25,270978.25,NA,"Low",0
"1415","MNKALCOLTD.BO",NA,2573992,-38462,2287292.75,1016170.5,NA,"Low",0
"1416","ARFIN.BO",NA,3331824.75,114977.5,1454863,447483,NA,"Low",0
"1417","UNIABEXAL.BO",NA,708724,-44729,956742.75,384977.25,1250.75,"Low",0
"1418","LAKPRE.BO",NA,3644589.15175,-241347.8515,4989090.57,717129.30525,3845.14575,"Low",0
"1419","GANDHITUBE.BO",NA,986438.41725,246794.08175,1892339.45375,1725816.209,137.762,"Low",0
"1420","REMIEDEL.BO",NA,997068,-35182.75,1131036.5,432383.5,172.25,"Low",0
"1421","TRANSFRE.BO",NA,10056,10913,435130.75,306707.25,NA,"Low",0
"1422","ACROW.BO",NA,NA,32937.25,202580.5,186913.5,NA,"Low",0
"1423","PREMPIPES.BO",NA,619128.63275,4900.76725,322862.70775,112433.889,NA,"Low",0
"1424","VALLABHSQ.BO",NA,1343806.51125,13354.37275,1051447.4025,442675.4685,NA,"Low",0
"1425","KANSHST.BO",NA,2600467.96525,17127.32625,1433687.38125,455552.5,NA,"Low",0
"1426","SSWRL.BO",NA,109076.124,7202.71175,107212.7565,86475.62325,NA,"Low",0
"1427","GUJCONT.BO",NA,514531.01625,6538.105,302847.3775,96029.865,NA,"Low",0
"1428","MAHASTEEL.BO",NA,2878967.75,-23824,2193219.5,773969,NA,"Low",0
"1429","SRIPIPES.BO",NA,13578681,1401228.75,17362068,9880039.5,7505,"Low",0
"1430","USHAMART.BO",NA,43032650,-3282450,78621000,11960975,305025,"Low",0
"1431","ELECTHERM.BO",NA,23334800,-1866000,23426075,-12638975,5950,"Low",0
"1432","SHBAJRG.BO",NA,785737.3075,30465.65625,1117006.03175,632699.30925,NA,"Low",0
"1433","NILE.BO",NA,5059279.5,161388,1393219,902508.5,NA,"Low",0
"1434","RAJTUBE.BO",NA,810419.23425,-7310.9365,388965.36675,88441.878,NA,"Low",0
"1435","GOODLUCK.BO",NA,11127354,241072.25,7346859.75,2311837.75,NA,"Low",0
"1436","NATFIT.BO",NA,576586.19325,76353.34525,401493.911,240327.60425,NA,"Low",0
"1437","SURAJLTD.BO",NA,1841130.78225,6490.39525,2140626.94575,860344.0155,196.1815,"Low",0
"1438","METALCO.BO",NA,1035482.25,17166.75,407527.5,232292.25,NA,"Low",0
"1439","MSPL.BO",NA,10016044.75,-1088619,18450051,5461569.25,NA,"Low",0
"1440","TIIL.BO",NA,10175517.25,995002.75,11345096.5,6499758.25,14968,"Low",0
"1441","RATHIBAR.BO",NA,2196815.54225,10233.89075,1210593.08875,758979.297,NA,"Low",0
"1442","SPSL.BO",NA,106156.25,-355.25,157859.5,49894.5,NA,"Low",0
"1443","BEDMUTHA.BO",NA,5326027,-428615.5,6168876,646439.25,NA,"Low",0
"1444","APLAPOLLO.BO",NA,41550550,1186375,17522250,6509650,34825,"Low",0
"1445","AIML.BO",NA,2087551.61475,-1515458.97925,7839487.75,-1658074.25,NA,"Low",0
"1446","VSSL.BO",NA,8270354.25,176499,6981214.25,2696394.5,3320.5,"Low",0
"1447","JTLINFRA.BO",NA,1241786.90275,28649.056,468548.10375,165931.907,NA,"Low",0
"1448","BRPL.BO",NA,267638.3165,7452.8245,113418.67025,67318.3215,NA,"Low",0
"1449","PACT.BO",184.824,526774.74125,2044.23675,277743.612,96638.335,NA,"Low",0
"1450","RAMASTEEL.BO",NA,2686623.4455,72220.695,1229202.114,441336.67725,NA,"Low",0
"1451","JSLHISAR.BO",NA,83906565.5,2232774.75,62955870,8806404,88230.5,"Low",0
"1452","UMIYA.BO",NA,247491.6685,8973.70425,224265.73975,110585.531,NA,"Low",0
"1453","BHARATWIRE.BO",NA,917878.23875,10897.30025,4761747.16875,1232548.8935,2785.4165,"Low",0
"1454","RSTL.BO",NA,2340504.81275,27525.79275,1180615.6515,284237.23875,NA,"Low",0
"1455","SMLT.BO",NA,1505330.34425,37876.95925,559856.725,284431.237,NA,"Low",0
"1456","SHANKARA.BO",NA,23872077.9115,515071.675,10164761.13425,4039103.68525,NA,"Low",0
"1457","MFSL.BO",NA,142858693.5,3059738,439178099.75,25534169,845849.25,"Low",0
"1458","ICICIPRULI.BO",NA,347675708.75,16101408.25,1336027274.5,64133752,NA,"Low",0
"1459","SBILIFE.BO",NA,321435118.75,10672132.75,1135278392.5,60973394.75,NA,"Low",0
"1460","HDFCLIFE.BO",NA,299404933,10222096.75,1030349008.5,43269189,NA,"Low",0
"1461","SANDUMA.BO",NA,4124271.5,508100.25,5810570.5,4207822.25,NA,"Low",0
"1462","DECNGOLD.BO",NA,NA,-51995,389887.25,374492.5,13899,"Low",0
"1463","SVCRES.BO",NA,149427.1405,-35017.71775,585108.527,145455.18525,NA,"Low",0
"1464","SOUTHMG.BO",NA,38843.11325,7825.829,42014.987,18281.85025,NA,"Low",0
"1465","NMDC.BO",NA,98138125,38112900,304236500,271115875,2303650,"Low",0
"1466","ASHAPURMIN.BO",NA,12893835.69575,154540.8705,12891401.2815,-436127.589,9739.44525,"Low",0
"1467","KACHCHH.BO",NA,4393.538,-3385.02325,17187.0015,12744.243,NA,"Low",0
"1468","20MICRONS.BO",NA,3847039.5,107901.5,3513563.75,1066528,16309.25,"Low",0
"1469","MOIL.BO",NA,9382112,3313575.5,34283220.75,31080217,184931.25,"Low",0
"1470","ORISSAMINE.BO",NA,NA,-544375,9696805.5,7727183.75,401891.75,"Low",0
"1471","ATUL.BO",NA,31905275,3274125,29409250,21325900,49400,"High",0
"1472","RALLIS.BO",NA,17418867.5,1909600.5,18520696.25,11190245,427988.25,"High",0
"1473","MODIPON.BO",NA,NA,-7173.75,48407.75,-812698.75,NA,"High",0
"1474","BAYERCROP.BO",NA,30097750,3223000,26425250,19268250,205500,"High",0
"1475","PUNJABCHEM.BO",NA,5514025,68325,4059000,711650,58950,"High",0
"1476","UPL.BO",NA,149571300,14582575,187084225,70583325,8475225,"High",0
"1477","PIIND.BO",NA,21471569,3461296.75,21274031.75,14048480.5,209004.25,"High",0
"1478","MONSANTO.BO",NA,6231575,1422275,7660075,5735825,3500,"High",0
"1479","AIMCOPEST.BO",NA,1177426.29025,59440.472,595923.44875,146418.3045,NA,"High",0
"1480","NACLIND.BO",NA,7546611,150854.75,6601170.5,2078923.25,82762.75,"High",0
"1481","PHYTO.BO",NA,432453.221,6041.75125,412344.0135,82015.0125,NA,"High",0
"1482","ADARSHPL.BO",NA,104486.09,-5159.3925,76673.79825,18174.983,NA,"High",0
"1483","SUCROSA.BO",NA,696893.9775,23243.55675,389087.814,166941.80075,NA,"High",0
"1484","BHAGCHEM.BO",NA,1890005.613,-2500.9125,2059912.3405,621335.71275,NA,"High",0
"1485","KILPEST.BO",NA,190910.61525,12815.8245,262008.82475,125307.1755,5661.0475,"High",0
"1486","INSECTICID.BO",NA,10052277,596031.75,9588401.5,4279095,44297.75,"High",0
"1487","ASTEC.BO",NA,3325341.5,236812.75,3843934.75,1570468,30198.75,"High",0
"1488","JUBLINDS.BO",NA,5158937.5,-334387.5,4759060,439950,8450,"High",0
"1489","SHARDACROP.BO",NA,13490716.25,1698259,15634624.5,8886546,3970502,"High",0
"1490","SHIVALIK.BO",NA,1074249.969,48761.08725,871193.16525,210230.21875,NA,"High",0
"1491","AMARAJABAT.BO",NA,50579505,4630755,32725415,23364752.5,47327.5,"High",0
"1492","AUTOLITIND.BO",NA,1222865.5,5048.25,975074.25,380908.5,2236.25,"High",0
"1493","BANCOINDIA.BO",NA,12311541.5,978794.75,10005272.75,7087115.75,21333.5,"High",0
"1494","EXIDEIND.BO",NA,120607975,7587400,188513275,52394975,433250,"High",0
"1495","LGBBROSLTD.BO",NA,13931763.25,800241.5,10113784.5,5471213.5,28699,"High",0
"1496","SUNDRMFAST.BO",NA,37433476.25,3269037,28550658.75,13976973.25,18505.25,"High",0
"1497","SWARAJENG.BO",NA,7087372.5,706667.25,3556324.5,2533216.25,10070.5,"High",0
"1498","UCALFUEL.BO",NA,7716015,443007.75,5940289.75,1516287,54876,"High",0
"1499","BOSCHLTD.BO",NA,102394325,14140775,121412500,89092500,NA,"High",0
"1500","BGWTATO.BO",NA,721814.43575,1481.48775,458735.23375,200308.4735,1422.75725,"High",0
"1501","DUNCANENG.BO",NA,391325.881,-24694.9855,413589.061,186379.256,2155.658,"High",0
"1502","AUTOAXLES.BO",NA,11511319.75,470217.25,5857457.5,3626392.5,6000,"High",0
"1503","ACGL.BO",NA,4524858.81125,197376.5375,2966099.35025,1999686.42,1200.93925,"High",0
"1504","SETCO.BO",NA,5607317.04125,97428.3645,6968644.7275,1961889.41975,230522.76925,"High",0
"1505","TALBROAUTO.BO",NA,3759242.66375,147379.8695,4093937.917,1484448.23625,23398.20825,"High",0
"1506","ZFSTEERING.BO",NA,3996547.5,301462.5,3692705,2501655,26377.5,"High",0
"1507","JAINEX.BO",NA,135115.02275,-2378.7065,169442.387,37592.58175,388.485,"High",0
"1508","VELJAN.BO",NA,848378.75,140944.25,1502541.25,1084217.75,1000.5,"High",0
"1509","BIMETAL.BO",NA,1563176.66225,62582.06475,1880595.443,1591756.5315,11461.601,"High",0
"1510","BHARATGEAR.BO",NA,4316597.75,2191.75,3049550,714737,13607.5,"High",0
"1511","GAJRA.BO",NA,NA,3568.42025,101356.39725,-355836.096,NA,"High",0
"1512","GABRIEL.BO",NA,15534390,780412.5,7400205,4200995,40852.5,"High",0
"1513","FMGOETZE.BO",NA,12998022.95,612017.1,10809299,5745134,NA,"High",0
"1514","RANEHOLDIN.BO",NA,22440700,1000350,18779675,6630300,78450,"High",0
"1515","HINDHARD.BO",NA,455659,-2203.5,260046.5,79184.75,NA,"High",0
"1516","TRITONV.BO",NA,2041288.0045,64105.3955,1409223.90925,664906.049,5139.02,"High",0
"1517","PANKAJPIYUS.BO",NA,87824.69575,3180.527,287564.299,249208.45025,NA,"High",0
"1518","SIMMOND.BO",NA,1572210,71248,1098717.75,520075.5,10171.25,"High",0
"1519","ISTLTD.BO",NA,933266.07275,788420.634,5479934.78425,5004540.4715,485.96275,"High",0
"1520","HINDCOMPOS.BO",NA,1793276.75,206117.25,7868020,7014752,460,"High",0
"1521","GSAUTO.BO",NA,1432082.66975,-36534.5605,1264072.0675,393896.24,NA,"High",0
"1522","AMFORG.BO",NA,NA,-27817.595,239285.295,170811.825,NA,"High",0
"1523","JAYUSH.BO",NA,7464592.5,61455,3327874.25,538760,82604.5,"High",0
"1524","SSWL.BO",NA,12957139.5,578399.5,16090806.75,4885129.75,33043,"High",0
"1525","KALYANIFRG.BO",NA,2394387.0505,22221.04475,2178885.05725,1009656.1965,5874.21225,"High",0
"1526","PRADPME.BO",NA,1443040,36782.75,1615300.25,379972.25,16982.25,"High",0
"1527","SPECTRA.BO",NA,1127098.2665,-26293.42075,742769.37725,92880.85975,NA,"High",0
"1528","JMTAUTOLTD.BO",NA,3573034.25,-806222,11362801.5,913030.75,141352.5,"High",0
"1529","ASAHIINDIA.BO",NA,23213875,1139775,26609350,6593975,43850,"High",0
"1530","SUBROS.BO",NA,14901271.25,294235.75,10990264.5,3509736.25,836170,"High",0
"1531","LUMAXIND.BO",NA,13296448.44975,485830.31875,9332470.762,2799470.525,32106.4105,"High",0
"1532","MOTHERSUMI.BO",NA,426412500,13265250,268355500,64694250,10926250,"High",0
"1533","IGARASHI.BO",NA,4556092.54325,635458.84625,4890372.90325,3304003.26425,11847.46125,"High",0
"1534","RAJGLOWIR.BO",NA,3513553.91475,197945.23575,2586693.6785,1052050.74075,1839.11475,"High",0
"1535","RICOAUTO.BO",NA,11532725,730675,9560225,5021350,NA,"High",0
"1536","OMAXAUTO.BO",NA,10858338.75,34264.75,6128597.5,2181324.75,61665.5,"High",0
"1537","MUNJALSHOW.BO",NA,15464718.91725,687521.59225,6728607.0965,4864834.14125,14682.57,"High",0
"1538","JAMNAAUTO.BO",NA,13455187.5,827879.5,5822199.75,2988872.75,7712,"High",0
"1539","SUNCLAYLTD.BO",NA,162624450,4274900,116160625,20037575,1021125,"High",0
"1540","MUNJALAU.BO",NA,9140774.52575,328661.05325,4376779.75325,2396333.413,19673.71925,"High",0
"1541","JAYBARMARU.BO",NA,16382401.75,511606.5,9241600.25,3303706.75,32436,"High",0
"1542","RACLGEAR.BO",NA,1195185,50739.75,1266191,469832.5,NA,"High",0
"1543","SAMKRG.BO",NA,2381505,169069.25,1762795.5,1035679.5,NA,"High",0
"1544","ASAL.BO",NA,3448332,-207152,2076645.5,-79427.25,995.25,"High",0
"1545","SIBARAUT.BO",NA,186807.19375,-3474.6445,164424.30675,61377.35625,NA,"High",0
"1546","SHANTIGEAR.BO",NA,2014575,255425,3445050,3025200,3200,"High",0
"1547","HITECHGEAR.BO",NA,5254348.93725,234910.161,5062128.16525,2050019.0995,345641.35625,"High",0
"1548","YUKEN.BO",NA,2154261,1566.75,1889179.25,537831.75,12750,"High",0
"1549","FRONTSP.BO",NA,463355.03775,16533.1835,532672.58475,258468.36025,NA,"High",0
"1550","RASANDIK.BO",NA,2141129.041,33295.923,2807368.47425,524951.48075,NA,"High",0
"1551","BHARATSE.BO",NA,8535229,172561.75,2706426.5,767252.75,11648.5,"High",0
"1552","IPRINGLTD.BO",NA,1493102.673,14035.3265,1700773.596,652485.81,13061.58575,"High",0
"1553","MENONBE.BO",NA,1381534.5,200899,1165349.75,709551.25,NA,"High",0
"1554","JAGANLAM.BO",NA,146213.61125,5668.3345,278712.50275,161701.2565,38.5895,"High",0
"1555","ANGIND.BO",NA,1422057.75,-328171,2614547,502805.75,NA,"High",0
"1556","STERTOOLS.BO",NA,3865478.162,343559.06475,2751319.5625,1625815.5885,1235.838,"High",0
"1557","REMSONSIND.BO",NA,1190660.5,7886.75,630357.75,173556.25,3116.5,"High",0
"1558","MENNPIS.BO",NA,1416538.16475,71967.16325,1013499.24825,694413.42175,1188.84575,"High",0
"1559","INDNIPPON.BO",NA,3667669.5,328406.5,3527798.75,2742930.5,NA,"High",0
"1560","CASTEXTECH.BO",NA,17500953.75,-9813079.5,95907129.5,25994100.5,NA,"High",0
"1561","SUPRAJIT.BO",NA,10495510.286,936094.27775,9820796.04425,4668823.33275,561795,"High",0
"1562","JBMA.BO",NA,15526741.25,661562,13895180.5,3545697.5,742833.75,"High",0
"1563","RML.BO",NA,10654000,134125,7386550,1708450,10900,"High",0
"1564","FIEMIND.BO",NA,10129153.69375,463551.96775,7412407.297,3399711.72225,11387.31775,"High",0
"1565","SHIVAMAUTO.BO",NA,4707606.25,106410,6030971.5,1899824.5,14874.75,"High",0
"1566","LUMAXTECH.BO",NA,9551667.32825,399966.80425,6260430.45075,3410752.8135,21542.424,"High",0
"1567","AUTOIND.BO",NA,3904000.46825,-547238.2605,5048350.936,1074787.262,4264.204,"High",0
"1568","PORWAL.BO",NA,892489.65675,26218.96,763439.84925,528950.3565,509.6065,"High",0
"1569","PPAP.BO",NA,3449424.84875,233311.896,3482975.16425,2275852.891,73653.485,"High",0
"1570","RBL.BO",NA,4533525,281375,2749025,1536525,12475,"High",0
"1571","RANEENGINE.BO",NA,3688275,128925,3197650,1298750,2300,"High",0
"1572","WABCOINDIA.BO",NA,19571634.25,2025836,16356880.5,11807831.25,36007.25,"High",0
"1573","KIRLOSENG.BO",NA,26749300,1567775,21332375,14929950,548700,"High",0
"1574","ENKEIWHEL.BO",NA,4102260.40325,25807.99575,2576172.4515,361424.19625,NA,"High",0
"1575","SHARDA.BO",NA,9997992.5,550755.25,5632170.5,2855476,109564.5,"High",0
"1576","MINDACORP.BO",NA,22696240.28175,1101488.77125,17016578.2155,5853533.2265,137277.2755,"High",0
"1577","TALBROSENG.BO",NA,1577216.77675,59660.5905,940863.0255,406563.25225,NA,"High",0
"1578","SAPL.BO",NA,42723.9325,-6379.43325,142542.335,125168.854,NA,"High",0
"1579","SWARAJAUTO.BO",NA,990408.25,25388,553132.75,278794,NA,"High",0
"1580","PRECAM.BO",NA,4592497.491,572439.91075,7550804.71925,4641948.23975,3617.205,"High",0
"1581","GNA.BO",NA,6517281.60875,430479.19075,6220610.5745,2945245.93425,NA,"High",0
"1582","PRICOLLTD.BO",NA,8514830.75,-108757,8052714,3741612.75,863694.25,"High",0
"1583","HARITASEAT.BO",NA,8042179.75,301508.25,4182357,1369900,10879.75,"High",0
"1584","SUNDRMBRAK.BO",NA,2346340,-23581.5,1695496.25,712305.75,NA,"High",0
"1585","WHEELS.BO",NA,21756425,512975,13923675,4626375,20775,"High",0
"1586","HIRECT.BO",NA,1088968.25,-27224.75,1261386.25,611702.25,50662,"High",0
"1587","DELTRON.BO",NA,4571.92875,1833.5695,NA,NA,NA,"High",0
"1588","THAKRAL.BO",NA,228232.028,-17798.88475,223520.37,27046.49325,NA,"High",0
"1589","RIR.BO",NA,288748.8275,6836.2505,358925.7645,154544.417,NA,"High",0
"1590","SPELS.BO",NA,392131.28,-93519.60725,1419346.52925,749050.89675,288.44625,"High",0
"1591","SWITCHTE.BO",NA,159999.632,-2603.07475,83499.713,9859.696,202.296,"High",0
"1592","PANELEC.BO",NA,NA,-9365.815,196070.00925,75210.2725,141.35725,"High",0
"1593","APTL.BO",NA,NA,-732.67075,157141.86825,144151.31925,NA,"High",0
"1594","KILBURN.BO",NA,50199.26925,-9816.369,185694.02,-11005.0025,NA,"High",0
"1595","NETWORK.BO",NA,69105.412,-90735.4995,229736.4045,220589.94375,NA,"High",0
"1596","ECORECO.BO",NA,249125.86675,-24406.1125,593782.16375,282860.846,NA,"High",0
"1597","ZICOM.BO",NA,8014528.79825,-1271102.17175,11937901.95675,2228571.162,7479.0575,"High",0
"1598","INTECH.BO",NA,NA,-3895.003,57279.14125,6461.2035,NA,"High",0
"1599","MIC.BO",NA,1914196.11025,-838361.99,4051551.54875,1441700.47025,1536.1505,"High",0
"1600","SURANASOL.BO",NA,917022.83825,32686.88525,988843.4385,504918.09025,52.98,"High",0
"1601","GOLDENTOBC.BO",NA,530943.96725,-262825.159,3060140.1595,-2087205.42025,NA,"Low",0
"1602","GODFRYPHLP.BO",NA,24114788.25,1623331,22274766,15855903.25,50618,"Low",0
"1603","ITC.BO",NA,410631150,101420650,544787000,433345125,4672425,"Low",0
"1604","VSTIND.BO",NA,9619742.75,1783429.75,9739068.5,5388813.75,484.25,"Low",0
"1605","NTCIND.BO",NA,226091.32775,28860.01275,812883.23025,388264.31075,NA,"Low",0
"1606","RAGHUNAT.BO",NA,9645.42825,1250.5445,100714.58475,94512.2,NA,"Low",0
"1607","ASSAMCO.BO",NA,2015390.52925,-2123416.056,14031556.85575,15895.4965000001,1607.084,"Low",0
"1608","GOODRICKE.BO",NA,6792645,317335,NA,NA,NA,"Low",0
"1609","LONTE.BO",NA,6330.7165,1167.46525,133940.8035,125053.831,NA,"Low",0
"1610","TYROON.BO",NA,242820.463,5214.725,300859.35975,205925.78825,NA,"Low",0
"1611","TERAI.BO",NA,1168753.61325,10785.0405,1221089.71975,526483.67775,NA,"Low",0
"1612","TATACOFFEE.BO",NA,16319201.75,1022659,28226773.75,10728052,1586876.5,"Low",0
"1613","MCLEODRUSS.BO",NA,18745979,814185.75,34432086.5,20419184.25,285822.75,"Low",0
"1614","ROSSELLIND.BO",NA,1659522.75,31912,2976480,1931578.25,10754.5,"Low",0
"1615","JOONKTOLL.BO",NA,980134.77575,-68355.6095,2346327.87325,1472220.05,897.7205,"Low",0
"1616","JAMESWARREN.BO",NA,1272557.5,74763,1657850.25,1251435.5,660.5,"Low",0
"1617","DHUNTEAIND.BO",NA,2901895.5,274375.25,7791549,5597903.75,NA,"Low",0
"1618","LEHTO.HE",NA,491370.75,33371,300432.75,115362.75,2582.25,"Low",1
"1619","ALTIA.HE",NA,363400,21900,420200,161700,33575,"Low",1
"1620","ATRAV.HE",NA,1391657.5,18551,893547,410957.75,87162.75,"Low",1
"1621","HKSAV.HE",NA,1828375,-25125,894175,363650,66550,"Low",1
"1622","OLVAS.HE",NA,340234.75,32896.75,337215.5,208847.25,6574.75,"Low",1
"1623","RAIVV.HE",3625,330150,16125,429825,298000,47025,"Low",1
"1624","APETIT.HE",NA,321925,-2800,175225,113025,5850,"Low",1
"1625","AM1.HE",NA,1667900,43250,1997900,753075,226000,"Low",1
"1626","KEMIRA.HE",NA,2456775,82625,2663700,1174725,111225,"Low",1
"1627","METSA.HE",NA,1887175,145400,2231150,1142925,13175,"Low",1
"1628","METSB.HE",NA,1887175,145400,2231150,1142925,13175,"Low",1
"1629","OUT1V.HE",17750,6325500,190500,5937250,2554000,63750,"Low",1
"1630","SSABAH.HE",NA,63304500,1568250,89008500,52488000,2339000,"Low",1
"1631","SSABBH.HE",NA,63304500,1568250,89008500,52488000,2339000,"Low",1
"1632","STEAV.HE",NA,10119750,727000,12326500,5979000,230000,"Low",1
"1633","STERV.HE",NA,10119750,727000,12326500,5979000,230000,"Low",1
"1634","UPM.HE",NA,10110750,1065750,13791750,8657000,304750,"Low",1
"1635","ENDOM.HE",NA,110572,-99154.75,289314.5,145052.25,NA,"Low",1
